Image Tag,Analysis Region,Phenotypes,# Cells / mm²
168539_TONSIL_ILC2,Germinal center,TH2,785.2488711
168540_TONSIL_ILC2,Germinal center,TH2,3247.934802
168541_TONSIL_ILC3,Germinal center,TH17,2.008623145
168542_TONSIL_ILC3,Germinal center,TH17,1.658783987
168543_TONSIL_ILC3,Germinal center,TH17,0.695399653
168544_TONSIL_ILC3,Germinal center,TH17,4.614267963
168545_TONSIL_ILC3,Germinal center,TH17,50.50802284
168546_TONSIL_ILC3,Germinal center,TH17,13.18985424
168547_TONSIL_ILC3,Germinal center,TH17,10.41096943
168548_TONSIL_ILC3,Germinal center,TH17,194.9017435
168525_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,6.034663243
168526_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,0.366834995
168527_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,0.116753714
168528_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,0.470093518
168529_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,0.896662691
168530_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,1.289767176
168531_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,3.730823656
168532_TONSIL_ILC1,Extra-follicular zone,NK/ILC1ie,1.260438131
168525_TONSIL_ILC1,Extra-follicular zone,ILC1,100.8063064
168526_TONSIL_ILC1,Extra-follicular zone,ILC1,115.5196748
168527_TONSIL_ILC1,Extra-follicular zone,ILC1,21.24917601
168528_TONSIL_ILC1,Extra-follicular zone,ILC1,53.55450004
168529_TONSIL_ILC1,Extra-follicular zone,ILC1,122.6981656
168530_TONSIL_ILC1,Extra-follicular zone,ILC1,64.01544419
168531_TONSIL_ILC1,Extra-follicular zone,ILC1,98.36460063
168532_TONSIL_ILC1,Extra-follicular zone,ILC1,298.0084532
168533_TONSIL_ILC2,Extra-follicular zone,ILC2,76.81370634
168534_TONSIL_ILC2,Extra-follicular zone,ILC2,171.1248159
168535_TONSIL_ILC2,Extra-follicular zone,ILC2,34.99361861
168536_TONSIL_ILC2,Extra-follicular zone,ILC2,62.75891623
168537_TONSIL_ILC2,Extra-follicular zone,ILC2,174.5165955
168538_TONSIL_ILC2,Extra-follicular zone,ILC2,72.39862145
168539_TONSIL_ILC2,Extra-follicular zone,ILC2,69.10227733
168540_TONSIL_ILC2,Extra-follicular zone,ILC2,473.8895574
168541_TONSIL_ILC3,Extra-follicular zone,ILC3,14.64021984
168542_TONSIL_ILC3,Extra-follicular zone,ILC3,10.34916191
168543_TONSIL_ILC3,Extra-follicular zone,ILC3,8.828013014
168544_TONSIL_ILC3,Extra-follicular zone,ILC3,15.24998861
168545_TONSIL_ILC3,Extra-follicular zone,ILC3,195.3661155
168546_TONSIL_ILC3,Extra-follicular zone,ILC3,62.39071455
168547_TONSIL_ILC3,Extra-follicular zone,ILC3,45.76232916
168548_TONSIL_ILC3,Extra-follicular zone,ILC3,269.739675
168525_TONSIL_ILC1,Extra-follicular zone,TH1,4.937451744
168526_TONSIL_ILC1,Extra-follicular zone,TH1,4.301974032
168527_TONSIL_ILC1,Extra-follicular zone,TH1,0.350261143
168528_TONSIL_ILC1,Extra-follicular zone,TH1,2.205823432
168529_TONSIL_ILC1,Extra-follicular zone,TH1,38.20940047
168530_TONSIL_ILC1,Extra-follicular zone,TH1,12.31727653
168531_TONSIL_ILC1,Extra-follicular zone,TH1,22.31319533
168532_TONSIL_ILC1,Extra-follicular zone,TH1,101.9081262
168533_TONSIL_ILC2,Extra-follicular zone,TH2,119.3876684
168534_TONSIL_ILC2,Extra-follicular zone,TH2,1230.331314
168535_TONSIL_ILC2,Extra-follicular zone,TH2,38.69073311
168536_TONSIL_ILC2,Extra-follicular zone,TH2,1118.486692
168537_TONSIL_ILC2,Extra-follicular zone,TH2,1632.110064
168538_TONSIL_ILC2,Extra-follicular zone,TH2,740.7187277
168539_TONSIL_ILC2,Extra-follicular zone,TH2,612.441865
168540_TONSIL_ILC2,Extra-follicular zone,TH2,3128.101856
168541_TONSIL_ILC3,Extra-follicular zone,TH17,13.63054951
168542_TONSIL_ILC3,Extra-follicular zone,TH17,53.99708826
168543_TONSIL_ILC3,Extra-follicular zone,TH17,3.24603915
168544_TONSIL_ILC3,Extra-follicular zone,TH17,23.4364433
168545_TONSIL_ILC3,Extra-follicular zone,TH17,269.3408341
168546_TONSIL_ILC3,Extra-follicular zone,TH17,67.7005626
168547_TONSIL_ILC3,Extra-follicular zone,TH17,53.48990534
168548_TONSIL_ILC3,Extra-follicular zone,TH17,409.4618167
